"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31668","should display search value","","Sun Dec 15 20:23:19 GMT+07:00 2024","passed","Sun Dec 15 20:23:51 GMT+07:00 2024","","Elfie home page","",""
